# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
1720.727712, 701.303791, 1.226221, 1975.200000, 0.828813
1720.523946, 701.181174, 1.226118, 1975.100000, 0.828778
1720.320693, 701.058568, 1.226016, 1975.000000, 0.828742
1720.114935, 700.935972, 1.225910, 1974.900000, 0.828705
1719.911272, 700.813386, 1.225807, 1974.800000, 0.828669
1719.708256, 700.690810, 1.225705, 1974.700000, 0.828634
1719.504503, 700.568245, 1.225602, 1974.600000, 0.828598
1719.299707, 700.445690, 1.225497, 1974.500000, 0.828562
1719.095642, 700.323145, 1.225394, 1974.400000, 0.828525
1718.891936, 700.200611, 1.225291, 1974.300000, 0.828490
1718.687493, 700.078087, 1.225187, 1974.200000, 0.828453
1718.485127, 699.955573, 1.225086, 1974.100000, 0.828418
1718.279840, 699.833070, 1.224981, 1974.000000, 0.828382
1718.075851, 699.710577, 1.224877, 1973.900000, 0.828345
1717.872220, 699.588094, 1.224774, 1973.800000, 0.828309
1717.668598, 699.465622, 1.224671, 1973.700000, 0.828274
1717.464187, 699.343160, 1.224567, 1973.600000, 0.828237
1717.260348, 699.220708, 1.224464, 1973.500000, 0.828201
1717.057524, 699.098267, 1.224362, 1973.400000, 0.828166
1716.852403, 698.975836, 1.224257, 1973.300000, 0.828129
1716.649274, 698.853415, 1.224155, 1973.200000, 0.828093
1716.445683, 698.731005, 1.224052, 1973.100000, 0.828057
1716.241861, 698.608605, 1.223949, 1973.000000, 0.828021
1716.038362, 698.486216, 1.223846, 1972.900000, 0.827985
1715.833252, 698.363836, 1.223741, 1972.800000, 0.827948
1715.629728, 698.241467, 1.223638, 1972.700000, 0.827912
1715.427081, 698.119108, 1.223536, 1972.600000, 0.827877
1715.223580, 697.996760, 1.223433, 1972.500000, 0.827841
1715.019347, 697.874422, 1.223329, 1972.400000, 0.827804
1714.815873, 697.752094, 1.223226, 1972.300000, 0.827768
1714.611609, 697.629777, 1.223122, 1972.200000, 0.827732
1714.407919, 697.507470, 1.223019, 1972.100000, 0.827696
1714.202932, 697.385173, 1.222914, 1972.000000, 0.827660
1714.001146, 697.262887, 1.222813, 1971.900000, 0.827624
1713.796880, 697.140611, 1.222709, 1971.800000, 0.827588
1713.592751, 697.018345, 1.222605, 1971.700000, 0.827551
1713.390191, 696.896090, 1.222504, 1971.600000, 0.827515
1713.185222, 696.773845, 1.222398, 1971.500000, 0.827479
1712.981885, 696.651610, 1.222296, 1971.400000, 0.827443
1712.779373, 696.529386, 1.222194, 1971.300000, 0.827407
1712.574451, 696.407172, 1.222089, 1971.200000, 0.827370
1712.371099, 696.284968, 1.221986, 1971.100000, 0.827334
1712.168634, 696.162775, 1.221884, 1971.000000, 0.827298
1711.962999, 696.040592, 1.221778, 1970.900000, 0.827261
1711.761254, 695.918419, 1.221678, 1970.800000, 0.827226
1711.556961, 695.796256, 1.221573, 1970.700000, 0.827189
1711.353249, 695.674104, 1.221470, 1970.600000, 0.827153
1711.149176, 695.551963, 1.221366, 1970.500000, 0.827117
1710.945617, 695.429831, 1.221262, 1970.400000, 0.827081
1710.741197, 695.307710, 1.221158, 1970.300000, 0.827044
1710.537922, 695.185600, 1.221055, 1970.200000, 0.827008
1710.335281, 695.063499, 1.220953, 1970.100000, 0.826972
1710.130372, 694.941409, 1.220847, 1970.000000, 0.826935
1709.928008, 694.819329, 1.220746, 1969.900000, 0.826899
1709.724854, 694.697260, 1.220643, 1969.800000, 0.826863
1709.519341, 694.575201, 1.220537, 1969.700000, 0.826826
1709.317025, 694.453152, 1.220435, 1969.600000, 0.826790
1709.115473, 694.331114, 1.220335, 1969.500000, 0.826754
1708.910067, 694.209086, 1.220229, 1969.400000, 0.826717
1708.707262, 694.087068, 1.220126, 1969.300000, 0.826682
1708.504194, 693.965060, 1.220024, 1969.200000, 0.826645
1708.299584, 693.843063, 1.219919, 1969.100000, 0.826608
1708.097354, 693.721077, 1.219817, 1969.000000, 0.826572
1707.893463, 693.599100, 1.219713, 1968.900000, 0.826536
1707.688957, 693.477134, 1.219609, 1968.800000, 0.826499
1707.486992, 693.355178, 1.219507, 1968.700000, 0.826463
1707.283514, 693.233233, 1.219404, 1968.600000, 0.826427
1707.078929, 693.111298, 1.219298, 1968.500000, 0.826390
1706.876484, 692.989373, 1.219196, 1968.400000, 0.826354
1706.672577, 692.867459, 1.219092, 1968.300000, 0.826318
1706.469600, 692.745555, 1.218989, 1968.200000, 0.826281
1706.265888, 692.623661, 1.218886, 1968.100000, 0.826245
1706.063000, 692.501777, 1.218783, 1968.000000, 0.826208
1705.860345, 692.379904, 1.218681, 1967.900000, 0.826172
1705.655931, 692.258041, 1.218576, 1967.800000, 0.826135
1705.453025, 692.136189, 1.218473, 1967.700000, 0.826099
1705.248889, 692.014347, 1.218369, 1967.600000, 0.826062
1705.046296, 691.892515, 1.218266, 1967.500000, 0.826026
1704.843438, 691.770694, 1.218163, 1967.400000, 0.825990
1704.639094, 691.648883, 1.218059, 1967.300000, 0.825953
1704.436544, 691.527082, 1.217956, 1967.200000, 0.825917
1704.232426, 691.405291, 1.217852, 1967.100000, 0.825880
1704.029624, 691.283511, 1.217749, 1967.000000, 0.825844
1703.825622, 691.161742, 1.217645, 1966.900000, 0.825807
1703.624470, 691.039982, 1.217545, 1966.800000, 0.825771
1703.419350, 690.918233, 1.217439, 1966.700000, 0.825734
1703.216889, 690.796494, 1.217336, 1966.600000, 0.825698
1703.012856, 690.674766, 1.217232, 1966.500000, 0.825661
1702.811708, 690.553048, 1.217132, 1966.400000, 0.825625
1702.608481, 690.431340, 1.217028, 1966.300000, 0.825589
1702.403496, 690.309642, 1.216922, 1966.200000, 0.825552
1702.200774, 690.187955, 1.216819, 1966.100000, 0.825516
1701.996345, 690.066279, 1.216714, 1966.000000, 0.825479
1701.795267, 689.944612, 1.216614, 1965.900000, 0.825443
1701.590623, 689.822956, 1.216508, 1965.800000, 0.825406
1701.389573, 689.701310, 1.216408, 1965.700000, 0.825370
1701.184812, 689.579675, 1.216302, 1965.600000, 0.825333
1700.982510, 689.458050, 1.216200, 1965.500000, 0.825297
1700.779202, 689.336435, 1.216097, 1965.400000, 0.825260
1700.575325, 689.214831, 1.215992, 1965.300000, 0.825223
1700.372235, 689.093236, 1.215888, 1965.200000, 0.825187
1700.169996, 688.971653, 1.215786, 1965.100000, 0.825150
1699.965134, 688.850079, 1.215681, 1965.000000, 0.825113
1699.764480, 688.728516, 1.215581, 1964.900000, 0.825077
1699.560705, 688.606963, 1.215477, 1964.800000, 0.825040
1699.358468, 688.485421, 1.215374, 1964.700000, 0.825004
1699.154720, 688.363889, 1.215270, 1964.600000, 0.824967
1698.951710, 688.242367, 1.215166, 1964.500000, 0.824931
1698.748490, 688.120856, 1.215063, 1964.400000, 0.824894
1698.544760, 687.999355, 1.214958, 1964.300000, 0.824857
1698.342572, 687.877864, 1.214856, 1964.200000, 0.824821
1698.139730, 687.756383, 1.214753, 1964.100000, 0.824784
1697.936454, 687.634913, 1.214649, 1964.000000, 0.824747
1697.733153, 687.513454, 1.214546, 1963.900000, 0.824710
1697.531521, 687.392004, 1.214444, 1963.800000, 0.824674
1697.328682, 687.270565, 1.214341, 1963.700000, 0.824638
1697.124220, 687.149136, 1.214235, 1963.600000, 0.824601
1696.921417, 687.027718, 1.214132, 1963.500000, 0.824564
1696.719347, 686.906310, 1.214030, 1963.400000, 0.824527
1696.516513, 686.784912, 1.213927, 1963.300000, 0.824491
1696.312943, 686.663525, 1.213822, 1963.200000, 0.824454
1696.110172, 686.542148, 1.213719, 1963.100000, 0.824417
1695.907439, 686.420781, 1.213616, 1963.000000, 0.824380
1695.705079, 686.299424, 1.213513, 1962.900000, 0.824344
1695.501939, 686.178078, 1.213410, 1962.800000, 0.824307
1695.299943, 686.056743, 1.213308, 1962.700000, 0.824271
1695.096377, 685.935417, 1.213203, 1962.600000, 0.824234
1694.892106, 685.814102, 1.213098, 1962.500000, 0.824196
1694.690519, 685.692797, 1.212996, 1962.400000, 0.824160
1694.488366, 685.571503, 1.212894, 1962.300000, 0.824123
1694.283585, 685.450219, 1.212788, 1962.200000, 0.824086
1694.082487, 685.328945, 1.212686, 1962.100000, 0.824050
1693.878263, 685.207682, 1.212581, 1962.000000, 0.824013
1693.677252, 685.086429, 1.212481, 1961.900000, 0.823976
1693.474640, 684.965186, 1.212377, 1961.800000, 0.823940
1693.270407, 684.843954, 1.212272, 1961.700000, 0.823902
1693.068572, 684.722731, 1.212170, 1961.600000, 0.823866
1692.866316, 684.601520, 1.212067, 1961.500000, 0.823829
1692.662624, 684.480318, 1.211963, 1961.400000, 0.823792
1692.459590, 684.359127, 1.211859, 1961.300000, 0.823755
1692.257068, 684.237947, 1.211755, 1961.200000, 0.823719
1692.053674, 684.116776, 1.211651, 1961.100000, 0.823681
1691.850433, 683.995616, 1.211547, 1961.000000, 0.823644
1691.649764, 683.874467, 1.211447, 1960.900000, 0.823608
1691.446000, 683.753327, 1.211342, 1960.800000, 0.823571
1691.244773, 683.632198, 1.211240, 1960.700000, 0.823534
1691.041536, 683.511079, 1.211136, 1960.600000, 0.823497
1690.837815, 683.389971, 1.211031, 1960.500000, 0.823460
1690.636410, 683.268873, 1.210930, 1960.400000, 0.823424
1690.433691, 683.147785, 1.210826, 1960.300000, 0.823387
1690.230018, 683.026708, 1.210721, 1960.200000, 0.823349
1690.027599, 682.905641, 1.210618, 1960.100000, 0.823313
1689.825514, 682.784584, 1.210515, 1960.000000, 0.823276
1689.622382, 682.663538, 1.210411, 1959.900000, 0.823239
1689.419983, 682.542502, 1.210308, 1959.800000, 0.823202
1689.217070, 682.421476, 1.210204, 1959.700000, 0.823165
1689.015540, 682.300461, 1.210103, 1959.600000, 0.823128
1688.812719, 682.179456, 1.209999, 1959.500000, 0.823091
1688.609663, 682.058461, 1.209894, 1959.400000, 0.823054
1688.407619, 681.937477, 1.209792, 1959.300000, 0.823018
1688.203450, 681.816503, 1.209686, 1959.200000, 0.822980
1688.002987, 681.695539, 1.209586, 1959.100000, 0.822944
1687.800301, 681.574586, 1.209482, 1959.000000, 0.822906
1687.598069, 681.453643, 1.209380, 1958.900000, 0.822869
1687.394542, 681.332710, 1.209274, 1958.800000, 0.822832
1687.193086, 681.211788, 1.209172, 1958.700000, 0.822796
1686.989593, 681.090876, 1.209068, 1958.600000, 0.822758
1686.787730, 680.969974, 1.208965, 1958.500000, 0.822722
1686.585981, 680.849083, 1.208863, 1958.400000, 0.822685
1686.381730, 680.728202, 1.208757, 1958.300000, 0.822647
1686.180594, 680.607332, 1.208655, 1958.200000, 0.822611
1685.977983, 680.486471, 1.208552, 1958.100000, 0.822573
1685.774273, 680.365621, 1.208446, 1958.000000, 0.822536
1685.572438, 680.244782, 1.208344, 1957.900000, 0.822499
1685.370622, 680.123952, 1.208241, 1957.800000, 0.822462
1685.169313, 680.003134, 1.208139, 1957.700000, 0.822426
1684.965973, 679.882325, 1.208035, 1957.600000, 0.822388
1684.764199, 679.761527, 1.207932, 1957.500000, 0.822351
1684.560019, 679.640739, 1.207826, 1957.400000, 0.822314
1684.358778, 679.519961, 1.207724, 1957.300000, 0.822277
1684.156300, 679.399194, 1.207621, 1957.200000, 0.822240
1683.953720, 679.278437, 1.207517, 1957.100000, 0.822203
1683.751774, 679.157690, 1.207414, 1957.000000, 0.822166
1683.549280, 679.036954, 1.207311, 1956.900000, 0.822128
1683.347553, 678.916228, 1.207208, 1956.800000, 0.822092
1683.145093, 678.795513, 1.207104, 1956.700000, 0.822054
1682.942341, 678.674808, 1.207000, 1956.600000, 0.822017
1682.740715, 678.554113, 1.206898, 1956.500000, 0.821980
1682.538245, 678.433428, 1.206794, 1956.400000, 0.821943
1682.335842, 678.312754, 1.206690, 1956.300000, 0.821906
1682.133899, 678.192090, 1.206587, 1956.200000, 0.821869
1681.932335, 678.071437, 1.206485, 1956.100000, 0.821832
1681.729233, 677.950793, 1.206380, 1956.000000, 0.821794
1681.527640, 677.830160, 1.206278, 1955.900000, 0.821757
1681.324949, 677.709538, 1.206174, 1955.800000, 0.821720
1681.121837, 677.588926, 1.206069, 1955.700000, 0.821683
1680.921038, 677.468324, 1.205968, 1955.600000, 0.821646
1680.717950, 677.347732, 1.205863, 1955.500000, 0.821609
1680.516490, 677.227151, 1.205761, 1955.400000, 0.821571
