# energy density [MeV fm-3], pressure [MeV fm-3], baryon density [1/fm-3], chemical potential [MeV], strangeness fraction [admin]
2215.343178, 889.792417, 1.556770, 1994.600000, 0.866594
2215.084439, 889.636746, 1.556641, 1994.500000, 0.866563
2214.826663, 889.481088, 1.556512, 1994.400000, 0.866532
2214.568964, 889.325444, 1.556383, 1994.300000, 0.866501
2214.309885, 889.169812, 1.556253, 1994.200000, 0.866470
2214.051214, 889.014193, 1.556123, 1994.100000, 0.866439
2213.793001, 888.858587, 1.555994, 1994.000000, 0.866408
2213.534968, 888.702994, 1.555865, 1993.900000, 0.866377
2213.274957, 888.547414, 1.555733, 1993.800000, 0.866345
2213.017297, 888.391847, 1.555604, 1993.700000, 0.866314
2212.758828, 888.236293, 1.555474, 1993.600000, 0.866284
2212.501354, 888.080752, 1.555347, 1993.500000, 0.866252
2212.241851, 887.925224, 1.555215, 1993.400000, 0.866221
2211.985603, 887.769709, 1.555088, 1993.300000, 0.866190
2211.725693, 887.614207, 1.554957, 1993.200000, 0.866159
2211.467073, 887.458718, 1.554827, 1993.100000, 0.866128
2211.209702, 887.303242, 1.554698, 1993.000000, 0.866097
2210.949611, 887.147778, 1.554566, 1992.900000, 0.866065
2210.692367, 886.992328, 1.554438, 1992.800000, 0.866034
2210.434053, 886.836891, 1.554308, 1992.700000, 0.866003
2210.176342, 886.681466, 1.554180, 1992.600000, 0.865972
2209.918335, 886.526055, 1.554050, 1992.500000, 0.865941
2209.659331, 886.370656, 1.553920, 1992.400000, 0.865910
2209.400520, 886.215271, 1.553789, 1992.300000, 0.865878
2209.143818, 886.059898, 1.553662, 1992.200000, 0.865847
2208.884379, 885.904539, 1.553531, 1992.100000, 0.865816
2208.626769, 885.749192, 1.553402, 1992.000000, 0.865785
2208.368527, 885.593859, 1.553272, 1991.900000, 0.865754
2208.110388, 885.438538, 1.553143, 1991.800000, 0.865722
2207.852021, 885.283230, 1.553013, 1991.700000, 0.865691
2207.594594, 885.127935, 1.552884, 1991.600000, 0.865660
2207.335195, 884.972654, 1.552753, 1991.500000, 0.865629
2207.077627, 884.817385, 1.552624, 1991.400000, 0.865597
2206.818987, 884.662129, 1.552494, 1991.300000, 0.865566
2206.562793, 884.506886, 1.552367, 1991.200000, 0.865535
2206.300792, 884.351656, 1.552232, 1991.100000, 0.865503
2206.046140, 884.196439, 1.552107, 1991.000000, 0.865473
2205.786265, 884.041235, 1.551975, 1990.900000, 0.865441
2205.527987, 883.886044, 1.551845, 1990.800000, 0.865410
2205.271538, 883.730866, 1.551717, 1990.700000, 0.865379
2205.013123, 883.575701, 1.551587, 1990.600000, 0.865347
2204.754490, 883.420549, 1.551457, 1990.500000, 0.865316
2204.496108, 883.265409, 1.551327, 1990.400000, 0.865285
2204.239007, 883.110283, 1.551199, 1990.300000, 0.865253
2203.981255, 882.955170, 1.551069, 1990.200000, 0.865222
2203.722712, 882.800070, 1.550938, 1990.100000, 0.865191
2203.463878, 882.644982, 1.550808, 1990.000000, 0.865159
2203.206522, 882.489908, 1.550679, 1989.900000, 0.865128
2202.948675, 882.334846, 1.550550, 1989.800000, 0.865097
2202.691351, 882.179798, 1.550421, 1989.700000, 0.865066
2202.432700, 882.024762, 1.550290, 1989.600000, 0.865034
2202.174524, 881.869740, 1.550160, 1989.500000, 0.865003
2201.916247, 881.714730, 1.550030, 1989.400000, 0.864971
2201.658488, 881.559734, 1.549901, 1989.300000, 0.864940
2201.400846, 881.404750, 1.549771, 1989.200000, 0.864909
2201.143124, 881.249779, 1.549642, 1989.100000, 0.864878
2200.884354, 881.094822, 1.549511, 1989.000000, 0.864846
2200.627603, 880.939877, 1.549383, 1988.900000, 0.864815
2200.369429, 880.784945, 1.549253, 1988.800000, 0.864783
2200.111214, 880.630026, 1.549123, 1988.700000, 0.864752
2199.853015, 880.475121, 1.548993, 1988.600000, 0.864720
2199.595814, 880.320228, 1.548864, 1988.500000, 0.864689
2199.337497, 880.165348, 1.548733, 1988.400000, 0.864658
2199.081000, 880.010481, 1.548606, 1988.300000, 0.864626
2198.822045, 879.855627, 1.548474, 1988.200000, 0.864595
2198.564367, 879.700786, 1.548345, 1988.100000, 0.864563
2198.307271, 879.545958, 1.548216, 1988.000000, 0.864532
2198.048624, 879.391143, 1.548085, 1987.900000, 0.864500
2197.792889, 879.236341, 1.547958, 1987.800000, 0.864469
2197.533293, 879.081552, 1.547826, 1987.700000, 0.864437
2197.275268, 878.926775, 1.547696, 1987.600000, 0.864406
2197.019193, 878.772012, 1.547568, 1987.500000, 0.864375
2196.760958, 878.617262, 1.547439, 1987.400000, 0.864343
2196.502094, 878.462525, 1.547307, 1987.300000, 0.864311
2196.245572, 878.307800, 1.547179, 1987.200000, 0.864280
2195.987892, 878.153089, 1.547049, 1987.100000, 0.864249
2195.729416, 877.998391, 1.546918, 1987.000000, 0.864217
2195.472944, 877.843705, 1.546790, 1986.900000, 0.864186
2195.214316, 877.689033, 1.546660, 1986.800000, 0.864154
2194.956994, 877.534373, 1.546530, 1986.700000, 0.864123
2194.699735, 877.379727, 1.546401, 1986.600000, 0.864091
2194.440945, 877.225093, 1.546270, 1986.500000, 0.864059
2194.184883, 877.070473, 1.546142, 1986.400000, 0.864028
2193.924970, 876.915865, 1.546009, 1986.300000, 0.863996
2193.670380, 876.761270, 1.545883, 1986.200000, 0.863966
2193.410721, 876.606689, 1.545751, 1986.100000, 0.863933
2193.153503, 876.452120, 1.545622, 1986.000000, 0.863902
2192.895816, 876.297564, 1.545492, 1985.900000, 0.863870
2192.638795, 876.143021, 1.545363, 1985.800000, 0.863839
2192.381806, 875.988492, 1.545234, 1985.700000, 0.863808
2192.124324, 875.833975, 1.545104, 1985.600000, 0.863776
2191.865980, 875.679471, 1.544973, 1985.500000, 0.863744
2191.609030, 875.524980, 1.544845, 1985.400000, 0.863712
2191.352111, 875.370502, 1.544716, 1985.300000, 0.863681
2191.093981, 875.216037, 1.544585, 1985.200000, 0.863649
2190.835918, 875.061585, 1.544455, 1985.100000, 0.863617
2190.579146, 874.907146, 1.544326, 1985.000000, 0.863586
2190.323562, 874.752720, 1.544198, 1984.900000, 0.863555
2190.063512, 874.598307, 1.544065, 1984.800000, 0.863523
2189.807180, 874.443907, 1.543937, 1984.700000, 0.863491
2189.548818, 874.289520, 1.543806, 1984.600000, 0.863459
2189.293298, 874.135145, 1.543679, 1984.500000, 0.863428
2189.035129, 873.980784, 1.543548, 1984.400000, 0.863396
2188.778259, 873.826436, 1.543419, 1984.300000, 0.863365
2188.519137, 873.672101, 1.543287, 1984.200000, 0.863333
2188.263671, 873.517778, 1.543160, 1984.100000, 0.863301
2188.004200, 873.363469, 1.543027, 1984.000000, 0.863270
2187.748609, 873.209173, 1.542900, 1983.900000, 0.863238
2187.491321, 873.054889, 1.542770, 1983.800000, 0.863206
2187.234271, 872.900619, 1.542641, 1983.700000, 0.863175
2186.976194, 872.746361, 1.542509, 1983.600000, 0.863143
2186.719110, 872.592117, 1.542381, 1983.500000, 0.863111
2186.463449, 872.437885, 1.542253, 1983.400000, 0.863080
2186.204748, 872.283667, 1.542121, 1983.300000, 0.863048
2185.948067, 872.129461, 1.541992, 1983.200000, 0.863016
2185.689899, 871.975269, 1.541861, 1983.100000, 0.862984
2185.433684, 871.821089, 1.541733, 1983.000000, 0.862953
2185.177378, 871.666922, 1.541604, 1982.900000, 0.862921
2184.916773, 871.512769, 1.541470, 1982.800000, 0.862889
2184.662324, 871.358628, 1.541344, 1982.700000, 0.862858
2184.403681, 871.204500, 1.541212, 1982.600000, 0.862825
2184.146290, 871.050385, 1.541082, 1982.500000, 0.862794
2183.889518, 870.896283, 1.540953, 1982.400000, 0.862762
2183.634078, 870.742195, 1.540825, 1982.300000, 0.862731
2183.374741, 870.588119, 1.540693, 1982.200000, 0.862699
2183.119828, 870.434056, 1.540566, 1982.100000, 0.862667
2182.861966, 870.280006, 1.540435, 1982.000000, 0.862635
2182.604442, 870.125969, 1.540305, 1981.900000, 0.862603
2182.345610, 869.971945, 1.540173, 1981.800000, 0.862571
2182.090772, 869.817934, 1.540046, 1981.700000, 0.862540
2181.833620, 869.663936, 1.539917, 1981.600000, 0.862508
2181.577120, 869.509951, 1.539787, 1981.500000, 0.862477
2181.318182, 869.355979, 1.539655, 1981.400000, 0.862444
2181.063522, 869.202019, 1.539528, 1981.300000, 0.862413
2180.804293, 869.048073, 1.539396, 1981.200000, 0.862381
2180.548012, 868.894140, 1.539267, 1981.100000, 0.862349
2180.290639, 868.740220, 1.539137, 1981.000000, 0.862317
2180.035549, 868.586313, 1.539009, 1980.900000, 0.862286
2179.778817, 868.432418, 1.538880, 1980.800000, 0.862254
2179.519113, 868.278537, 1.538747, 1980.700000, 0.862221
2179.264073, 868.124669, 1.538620, 1980.600000, 0.862190
2179.006246, 867.970813, 1.538488, 1980.500000, 0.862158
2178.749240, 867.816971, 1.538359, 1980.400000, 0.862126
2178.492754, 867.663141, 1.538230, 1980.300000, 0.862094
2178.235975, 867.509325, 1.538100, 1980.200000, 0.862062
2177.979022, 867.355522, 1.537970, 1980.100000, 0.862030
2177.722863, 867.201731, 1.537841, 1980.000000, 0.861998
2177.466119, 867.047953, 1.537712, 1979.900000, 0.861967
2177.207850, 866.894189, 1.537580, 1979.800000, 0.861935
2176.951904, 866.740437, 1.537451, 1979.700000, 0.861903
2176.694874, 866.586699, 1.537322, 1979.600000, 0.861871
2176.438637, 866.432973, 1.537192, 1979.500000, 0.861839
2176.182087, 866.279260, 1.537063, 1979.400000, 0.861807
2175.925223, 866.125561, 1.536933, 1979.300000, 0.861775
2175.665714, 865.971874, 1.536800, 1979.200000, 0.861742
2175.411211, 865.818200, 1.536673, 1979.100000, 0.861711
2175.155709, 865.664539, 1.536545, 1979.000000, 0.861679
2174.896270, 865.510892, 1.536412, 1978.900000, 0.861647
2174.640754, 865.357257, 1.536284, 1978.800000, 0.861615
2174.384802, 865.203635, 1.536155, 1978.700000, 0.861583
2174.126911, 865.050026, 1.536023, 1978.600000, 0.861551
2173.869951, 864.896430, 1.535893, 1978.500000, 0.861519
2173.613179, 864.742847, 1.535763, 1978.400000, 0.861487
2173.357795, 864.589277, 1.535636, 1978.300000, 0.861455
2173.101060, 864.435720, 1.535506, 1978.200000, 0.861423
2172.843848, 864.282176, 1.535375, 1978.100000, 0.861391
2172.587968, 864.128645, 1.535247, 1978.000000, 0.861359
2172.331281, 863.975127, 1.535117, 1977.900000, 0.861327
2172.073118, 863.821622, 1.534985, 1977.800000, 0.861295
2171.817629, 863.668130, 1.534856, 1977.700000, 0.861263
2171.561644, 863.514651, 1.534728, 1977.600000, 0.861231
2171.305029, 863.361185, 1.534598, 1977.500000, 0.861199
2171.047369, 863.207731, 1.534467, 1977.400000, 0.861167
2170.791790, 863.054291, 1.534338, 1977.300000, 0.861135
2170.534486, 862.900864, 1.534208, 1977.200000, 0.861103
2170.278441, 862.747450, 1.534078, 1977.100000, 0.861071
2170.020851, 862.594048, 1.533947, 1977.000000, 0.861038
2169.765923, 862.440660, 1.533820, 1976.900000, 0.861007
2169.508603, 862.287285, 1.533689, 1976.800000, 0.860975
2169.251070, 862.133922, 1.533558, 1976.700000, 0.860942
2168.996190, 861.980573, 1.533430, 1976.600000, 0.860910
2168.738863, 861.827237, 1.533299, 1976.500000, 0.860878
2168.483022, 861.673913, 1.533171, 1976.400000, 0.860846
2168.225507, 861.520603, 1.533039, 1976.300000, 0.860814
2167.971197, 861.367305, 1.532912, 1976.200000, 0.860782
2167.713437, 861.214021, 1.532780, 1976.100000, 0.860750
2167.458105, 861.060749, 1.532652, 1976.000000, 0.860718
2167.199379, 860.907491, 1.532519, 1975.900000, 0.860685
2166.944095, 860.754245, 1.532391, 1975.800000, 0.860653
2166.687728, 860.601012, 1.532261, 1975.700000, 0.860621
2166.432137, 860.447793, 1.532133, 1975.600000, 0.860589
2166.175066, 860.294586, 1.532002, 1975.500000, 0.860557
2165.919704, 860.141392, 1.531873, 1975.400000, 0.860525
2165.662490, 859.988212, 1.531743, 1975.300000, 0.860492
2165.406970, 859.835044, 1.531614, 1975.200000, 0.860460
2165.149161, 859.681889, 1.531482, 1975.100000, 0.860428
2164.893675, 859.528747, 1.531353, 1975.000000, 0.860396
2164.637705, 859.375619, 1.531224, 1974.900000, 0.860364
2164.379951, 859.222503, 1.531092, 1974.800000, 0.860331
2164.123952, 859.069400, 1.530963, 1974.700000, 0.860299
2163.868874, 858.916310, 1.530835, 1974.600000, 0.860267
2163.612913, 858.763233, 1.530705, 1974.500000, 0.860235
2163.355210, 858.610169, 1.530574, 1974.400000, 0.860202
2163.100120, 858.457118, 1.530445, 1974.300000, 0.860170
2162.842563, 858.304080, 1.530313, 1974.200000, 0.860138
2162.586512, 858.151055, 1.530184, 1974.100000, 0.860106
2162.331538, 857.998043, 1.530056, 1974.000000, 0.860074
2162.073854, 857.845044, 1.529924, 1973.900000, 0.860041
2161.818788, 857.692058, 1.529796, 1973.800000, 0.860009
2161.561643, 857.539085, 1.529665, 1973.700000, 0.859977
2161.306177, 857.386125, 1.529536, 1973.600000, 0.859945
2161.049886, 857.233178, 1.529406, 1973.500000, 0.859912
2160.793633, 857.080244, 1.529276, 1973.400000, 0.859880
2160.538649, 856.927323, 1.529147, 1973.300000, 0.859848
2160.282088, 856.774415, 1.529017, 1973.200000, 0.859816
2160.026468, 856.621519, 1.528888, 1973.100000, 0.859783
2159.769225, 856.468637, 1.528757, 1973.000000, 0.859751
2159.514373, 856.315768, 1.528629, 1972.900000, 0.859719
2159.257821, 856.162912, 1.528498, 1972.800000, 0.859686
2159.001122, 856.010068, 1.528367, 1972.700000, 0.859654
2158.745764, 855.857238, 1.528238, 1972.600000, 0.859622
2158.490744, 855.704421, 1.528110, 1972.500000, 0.859589
2158.234598, 855.551616, 1.527980, 1972.400000, 0.859557
2157.977635, 855.398825, 1.527849, 1972.300000, 0.859524
2157.720463, 855.246047, 1.527717, 1972.200000, 0.859492
2157.466012, 855.093281, 1.527590, 1972.100000, 0.859460
2157.209437, 854.940529, 1.527459, 1972.000000, 0.859427
2156.953317, 854.787789, 1.527329, 1971.900000, 0.859395
2156.698417, 854.635063, 1.527201, 1971.800000, 0.859363
2156.442827, 854.482349, 1.527071, 1971.700000, 0.859331
2156.185259, 854.329649, 1.526939, 1971.600000, 0.859298
2155.930414, 854.176961, 1.526811, 1971.500000, 0.859265
2155.674057, 854.024287, 1.526680, 1971.400000, 0.859233
2155.419182, 853.871625, 1.526552, 1971.300000, 0.859201
2155.162183, 853.718977, 1.526421, 1971.200000, 0.859168
2154.906023, 853.566341, 1.526291, 1971.100000, 0.859135
2154.650053, 853.413718, 1.526161, 1971.000000, 0.859103
2154.396186, 853.261109, 1.526034, 1970.900000, 0.859071
2154.137439, 853.108512, 1.525900, 1970.800000, 0.859038
2153.883661, 852.955928, 1.525773, 1970.700000, 0.859006
2153.627525, 852.803358, 1.525643, 1970.600000, 0.858973
2153.371487, 852.650800, 1.525512, 1970.500000, 0.858941
2153.115884, 852.498255, 1.525383, 1970.400000, 0.858909
2152.860035, 852.345723, 1.525253, 1970.300000, 0.858876
2152.603970, 852.193205, 1.525123, 1970.200000, 0.858844
2152.348420, 852.040699, 1.524993, 1970.100000, 0.858811
2152.093401, 851.888206, 1.524864, 1970.000000, 0.858779
2151.836887, 851.735726, 1.524733, 1969.900000, 0.858746
2151.581385, 851.583259, 1.524604, 1969.800000, 0.858714
2151.325408, 851.430805, 1.524474, 1969.700000, 0.858681
2151.069955, 851.278364, 1.524344, 1969.600000, 0.858649
2150.814011, 851.125937, 1.524214, 1969.500000, 0.858616
2150.558519, 850.973522, 1.524084, 1969.400000, 0.858583
2150.303942, 850.821120, 1.523956, 1969.300000, 0.858551
2150.047984, 850.668731, 1.523826, 1969.200000, 0.858519
2149.791626, 850.516355, 1.523695, 1969.100000, 0.858486
2149.536202, 850.363992, 1.523565, 1969.000000, 0.858453
2149.279800, 850.211642, 1.523435, 1968.900000, 0.858420
2149.025807, 850.059305, 1.523307, 1968.800000, 0.858389
2148.768297, 849.906981, 1.523174, 1968.700000, 0.858356
2148.514421, 849.754669, 1.523047, 1968.600000, 0.858323
2148.257764, 849.602371, 1.522916, 1968.500000, 0.858290
2148.003282, 849.450086, 1.522787, 1968.400000, 0.858258
2147.747478, 849.297814, 1.522657, 1968.300000, 0.858225
2147.492469, 849.145555, 1.522528, 1968.200000, 0.858193
2147.235722, 848.993309, 1.522396, 1968.100000, 0.858160
2146.980969, 848.841076, 1.522268, 1968.000000, 0.858128
2146.724696, 848.688855, 1.522137, 1967.900000, 0.858095
2146.470619, 848.536648, 1.522009, 1967.800000, 0.858062
2146.212739, 848.384454, 1.521875, 1967.700000, 0.858030
2145.960472, 848.232273, 1.521750, 1967.600000, 0.857998
2145.702987, 848.080104, 1.521618, 1967.500000, 0.857964
2145.447299, 847.927949, 1.521487, 1967.400000, 0.857932
2145.190949, 847.775807, 1.521356, 1967.300000, 0.857899
2144.937427, 847.623677, 1.521229, 1967.200000, 0.857867
2144.681452, 847.471561, 1.521098, 1967.100000, 0.857834
2144.425649, 847.319458, 1.520968, 1967.000000, 0.857801
2144.171684, 847.167367, 1.520840, 1966.900000, 0.857769
2143.916035, 847.015290, 1.520710, 1966.800000, 0.857736
2143.659965, 846.863226, 1.520579, 1966.700000, 0.857703
2143.404162, 846.711174, 1.520449, 1966.600000, 0.857670
2143.149119, 846.559136, 1.520319, 1966.500000, 0.857638
2142.894184, 846.407110, 1.520190, 1966.400000, 0.857605
2142.638184, 846.255098, 1.520059, 1966.300000, 0.857572
2142.382141, 846.103098, 1.519928, 1966.200000, 0.857539
2142.128250, 845.951112, 1.519800, 1966.100000, 0.857507
2141.873379, 845.799138, 1.519671, 1966.000000, 0.857474
2141.618387, 845.647178, 1.519542, 1965.900000, 0.857442
2141.362232, 845.495230, 1.519411, 1965.800000, 0.857408
2141.106275, 845.343296, 1.519280, 1965.700000, 0.857376
2140.851475, 845.191374, 1.519151, 1965.600000, 0.857343
2140.597367, 845.039465, 1.519022, 1965.500000, 0.857311
2140.340463, 844.887570, 1.518890, 1965.400000, 0.857277
2140.087151, 844.735687, 1.518763, 1965.300000, 0.857245
2139.829958, 844.583818, 1.518630, 1965.200000, 0.857212
2139.575683, 844.431961, 1.518502, 1965.100000, 0.857179
2139.321164, 844.280117, 1.518372, 1965.000000, 0.857147
2139.064929, 844.128287, 1.518242, 1964.900000, 0.857113
2138.811072, 843.976469, 1.518113, 1964.800000, 0.857081
2138.554372, 843.824664, 1.517981, 1964.700000, 0.857048
2138.300361, 843.672872, 1.517853, 1964.600000, 0.857015
2138.045369, 843.521094, 1.517723, 1964.500000, 0.856982
2137.789891, 843.369328, 1.517593, 1964.400000, 0.856949
2137.534450, 843.217575, 1.517462, 1964.300000, 0.856917
2137.279657, 843.065835, 1.517334, 1964.200000, 0.856883
2137.024587, 842.914109, 1.517203, 1964.100000, 0.856851
2136.769456, 842.762395, 1.517073, 1964.000000, 0.856818
2136.514071, 842.610694, 1.516943, 1963.900000, 0.856785
2136.258143, 842.459006, 1.516812, 1963.800000, 0.856752
2136.004621, 842.307331, 1.516684, 1963.700000, 0.856720
2135.749722, 842.155669, 1.516554, 1963.600000, 0.856687
2135.493406, 842.004021, 1.516423, 1963.500000, 0.856654
2135.238882, 841.852385, 1.516293, 1963.400000, 0.856621
2134.983533, 841.700762, 1.516163, 1963.300000, 0.856588
2134.729042, 841.549152, 1.516034, 1963.200000, 0.856555
2134.475866, 841.397555, 1.515907, 1963.100000, 0.856522
2134.220090, 841.245971, 1.515775, 1963.000000, 0.856489
2133.964815, 841.094400, 1.515645, 1962.900000, 0.856456
2133.709829, 840.942842, 1.515515, 1962.800000, 0.856423
2133.455585, 840.791297, 1.515386, 1962.700000, 0.856391
2133.198886, 840.639765, 1.515254, 1962.600000, 0.856357
2132.946245, 840.488246, 1.515127, 1962.500000, 0.856325
2132.690076, 840.336740, 1.514995, 1962.400000, 0.856292
2132.435843, 840.185247, 1.514866, 1962.300000, 0.856259
2132.180463, 840.033767, 1.514736, 1962.200000, 0.856226
2131.926477, 839.882300, 1.514607, 1962.100000, 0.856193
2131.670978, 839.730846, 1.514476, 1962.000000, 0.856160
2131.415155, 839.579405, 1.514345, 1961.900000, 0.856127
2131.162158, 839.427977, 1.514217, 1961.800000, 0.856094
2130.905712, 839.276562, 1.514085, 1961.700000, 0.856061
2130.650935, 839.125159, 1.513955, 1961.600000, 0.856028
2130.397494, 838.973770, 1.513827, 1961.500000, 0.855995
2130.141036, 838.822394, 1.513695, 1961.400000, 0.855962
2129.887628, 838.671031, 1.513567, 1961.300000, 0.855929
2129.632860, 838.519681, 1.513437, 1961.200000, 0.855896
2129.377672, 838.368344, 1.513307, 1961.100000, 0.855863
2129.122938, 838.217020, 1.513177, 1961.000000, 0.855830
2128.868762, 838.065708, 1.513048, 1960.900000, 0.855797
2128.613248, 837.914410, 1.512917, 1960.800000, 0.855764
2128.359883, 837.763125, 1.512789, 1960.700000, 0.855731
2128.105219, 837.611853, 1.512659, 1960.600000, 0.855698
2127.849256, 837.460593, 1.512527, 1960.500000, 0.855665
2127.593951, 837.309347, 1.512396, 1960.400000, 0.855631
2127.340010, 837.158114, 1.512267, 1960.300000, 0.855599
2127.086236, 837.006894, 1.512138, 1960.200000, 0.855566
2126.831156, 836.855686, 1.512008, 1960.100000, 0.855532
2126.577413, 836.704492, 1.511879, 1960.000000, 0.855499
2126.320998, 836.553311, 1.511747, 1959.900000, 0.855466
2126.068282, 836.402142, 1.511619, 1959.800000, 0.855433
2125.812716, 836.250987, 1.511488, 1959.700000, 0.855400
2125.559044, 836.099845, 1.511360, 1959.600000, 0.855367
2125.304008, 835.948715, 1.511229, 1959.500000, 0.855333
2125.049668, 835.797599, 1.511099, 1959.400000, 0.855301
2124.792681, 835.646496, 1.510966, 1959.300000, 0.855267
2124.540505, 835.495405, 1.510839, 1959.200000, 0.855234
2124.286374, 835.344328, 1.510710, 1959.100000, 0.855201
2124.029939, 835.193264, 1.510578, 1959.000000, 0.855167
2123.776995, 835.042212, 1.510449, 1958.900000, 0.855135
2123.522405, 834.891174, 1.510320, 1958.800000, 0.855101
2123.267511, 834.740148, 1.510189, 1958.700000, 0.855068
2123.013903, 834.589136, 1.510060, 1958.600000, 0.855035
2122.758048, 834.438137, 1.509928, 1958.500000, 0.855002
2122.503705, 834.287150, 1.509799, 1958.400000, 0.854969
2122.250627, 834.136177, 1.509670, 1958.300000, 0.854936
2121.995598, 833.985216, 1.509540, 1958.200000, 0.854902
2121.740808, 833.834269, 1.509409, 1958.100000, 0.854869
2121.486791, 833.683334, 1.509280, 1958.000000, 0.854836
2121.232806, 833.532413, 1.509150, 1957.900000, 0.854803
2120.978004, 833.381504, 1.509020, 1957.800000, 0.854769
2120.724219, 833.230609, 1.508891, 1957.700000, 0.854736
2120.468791, 833.079726, 1.508759, 1957.600000, 0.854703
2120.214542, 832.928857, 1.508629, 1957.500000, 0.854670
2119.961284, 832.778000, 1.508501, 1957.400000, 0.854636
2119.705195, 832.627157, 1.508369, 1957.300000, 0.854603
2119.452325, 832.476326, 1.508240, 1957.200000, 0.854570
2119.198724, 832.325509, 1.508112, 1957.100000, 0.854537
2118.942584, 832.174704, 1.507979, 1957.000000, 0.854503
2118.691501, 832.023912, 1.507854, 1956.900000, 0.854471
2118.434904, 831.873134, 1.507721, 1956.800000, 0.854437
2118.180730, 831.722368, 1.507591, 1956.700000, 0.854403
2117.927228, 831.571616, 1.507462, 1956.600000, 0.854370
2117.673423, 831.420876, 1.507332, 1956.500000, 0.854337
2117.416500, 831.270149, 1.507199, 1956.400000, 0.854303
2117.164364, 831.119436, 1.507072, 1956.300000, 0.854270
2116.910598, 830.968735, 1.506943, 1956.200000, 0.854237
2116.655551, 830.818048, 1.506811, 1956.100000, 0.854204
2116.402152, 830.667373, 1.506682, 1956.000000, 0.854170
2116.148054, 830.516711, 1.506552, 1955.900000, 0.854137
2115.893700, 830.366063, 1.506422, 1955.800000, 0.854103
2115.638658, 830.215427, 1.506291, 1955.700000, 0.854070
2115.385330, 830.064804, 1.506162, 1955.600000, 0.854037
2115.132121, 829.914195, 1.506033, 1955.500000, 0.854004
2114.876140, 829.763598, 1.505901, 1955.400000, 0.853970
