#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
153.3812285008, 5.022190366, 0.1604896789
153.1877725884, 5.0061511374, 0.1602935563
152.9940198551, 4.9901314887, 0.1600970413
152.8012965022, 4.9741314332, 0.1599020004
152.6078112025, 4.958150985, 0.1597059028
152.4137862391, 4.9421901576, 0.1595090985
152.2202024047, 4.9262489645, 0.1593129203
152.0269395452, 4.9103274194, 0.1591171899
151.8321416802, 4.8944255362, 0.1589193755
151.6378785823, 4.8785433284, 0.1587223215
151.4441622642, 4.8626808096, 0.1585260585
151.2494616215, 4.8468379939, 0.158328455
151.0549862176, 4.8310148948, 0.1581311666
150.8608875773, 4.815211526, 0.1579344386
150.6661523478, 4.7994279016, 0.1577368317
150.471522059, 4.7836640351, 0.1575394046
150.2762058431, 4.7679199405, 0.1573410577
150.0808332347, 4.7521956317, 0.1571426644
149.8863805769, 4.736491122, 0.1569455455
149.6908327654, 4.720806426, 0.1567469405
149.4958681457, 4.705141557, 0.1565491653
149.3005925185, 4.6894965293, 0.1563509884
149.1046231901, 4.6738713566, 0.1561518716
148.9085579652, 4.6582660529, 0.1559526607
148.7130298707, 4.642680632, 0.155754199
148.5168535809, 4.6271151081, 0.1555548628
148.3208854748, 4.6115694949, 0.1553558428
148.1243733671, 4.5960438066, 0.1551560888
147.9281262331, 4.5805380569, 0.1549567359
147.731600055, 4.5650522601, 0.1547569946
147.535079582, 4.5495864301, 0.1545573076
147.3390865135, 4.5341405807, 0.1543583583
147.1415081913, 4.5187147265, 0.1541572518
146.9453049762, 4.503308881, 0.1539580525
146.7482553524, 4.4879230586, 0.1537577216
146.5506800606, 4.4725572733, 0.1535566976
146.3537086639, 4.457211539, 0.1533565093
146.1563761962, 4.4418858701, 0.1531558574
145.9590318403, 4.4265802806, 0.1529551969
145.7613907722, 4.4112947845, 0.1527541691
145.5625991148, 4.3960293965, 0.1525515743
145.3652221033, 4.3807841297, 0.1523509522
145.1675991626, 4.3655589989, 0.1521500066
144.9696075968, 4.3503540184, 0.151948555
144.7709518055, 4.3351692022, 0.1517462554
144.572320557, 4.3200045646, 0.151543985
144.3750504123, 4.3048601192, 0.151343607
144.1759281058, 4.289735881, 0.1511407199
143.9768004273, 4.2746318639, 0.150937833
143.7780550502, 4.259548082, 0.1507355044
143.5797057071, 4.2444845495, 0.1505337212
143.3806217571, 4.2294412809, 0.1503309821
143.1810916948, 4.2144182903, 0.1501276324
142.9817174937, 4.1994155919, 0.149924506
142.7825295934, 4.1844331998, 0.1497216821
142.5824799743, 4.1694711287, 0.1495177052
142.3833011084, 4.1545293923, 0.1493149206
142.18342719, 4.1396080053, 0.1491112188
141.9830155725, 4.1247069819, 0.148906801
141.7833126891, 4.109826336, 0.1487033409
141.583946033, 4.0949660822, 0.1485003969
141.3830859206, 4.0801262348, 0.1482954281
141.1828396529, 4.0653068079, 0.1480913183
140.9822187423, 4.050507816, 0.1478867221
140.7822876404, 4.035729273, 0.1476830589
140.5814965702, 4.0209711935, 0.1474782658
140.3807325203, 4.0062335917, 0.147273512
140.1792533318, 3.9915164819, 0.1470678279
139.9780518243, 3.9768198782, 0.146862532
139.7772253676, 3.9621437949, 0.1466577601
139.5755444748, 3.9474882464, 0.1464518407
139.3742431599, 3.9328532468, 0.1462464824
139.1725867861, 3.9182388104, 0.1460406519
138.9705600116, 3.9036449516, 0.1458343195
138.7687703952, 3.8890716843, 0.1456283472
138.5677876643, 3.8745190227, 0.1454234817
138.3654126229, 3.8599869815, 0.1452167322
138.1632039324, 3.8454755744, 0.1450102469
137.9607672395, 3.8309848159, 0.1448034726
137.7584834249, 3.81651472, 0.1445969261
137.5561293873, 3.8020653009, 0.1443902807
137.3530581186, 3.7876365729, 0.1441826998
137.1505176798, 3.7732285497, 0.1439758407
136.9480342773, 3.7588412458, 0.1437690867
136.7445368427, 3.7444746752, 0.1435609866
136.5417735286, 3.7301288519, 0.1433538872
136.3379755851, 3.7158037901, 0.1431454091
136.1353819518, 3.7014995034, 0.1429385659
135.9314832528, 3.6872160064, 0.142729993
135.7276924478, 3.6729533127, 0.1425215652
135.5240649566, 3.6587114362, 0.1423133729
135.3203557049, 3.6444903909, 0.1421051037
135.1167142619, 3.6302901906, 0.1418969318
134.9123060879, 3.6161108494, 0.1416877571
134.7082068533, 3.6019523808, 0.14147899
134.504616943, 3.5878147986, 0.141270935
134.3000905704, 3.5736981167, 0.1410616407
134.0951649026, 3.5596023489, 0.1408518266
133.8907316947, 3.5455275084, 0.1406426751
133.6860252458, 3.531473609, 0.1404331869
133.4819023024, 3.5174406642, 0.1402244782
133.2762533774, 3.5034286878, 0.1400137373
133.0711774545, 3.4894376928, 0.1398037984
132.865874441, 3.4754676928, 0.1395935455
132.6614454315, 3.4615187007, 0.1393844784
132.4559114264, 3.4475907303, 0.139173952
132.2501679713, 3.4336837946, 0.138963178
132.044140795, 3.4197979067, 0.1387520022
131.8392140547, 3.4059330791, 0.1385423204
131.6327439723, 3.3920893256, 0.138330577
131.4267438031, 3.3782666584, 0.1381194981
131.2214763089, 3.3644650902, 0.137909401
131.0157275475, 3.3506846341, 0.1376986609
130.8084760627, 3.3369253028, 0.1374859386
130.6025370691, 3.323187108, 0.1372749421
130.3964593434, 3.3094700624, 0.13706381
130.1897699446, 3.2957741784, 0.1368518629
129.9833592109, 3.2820994679, 0.1366402716
129.7768432656, 3.2684459428, 0.1364285493
129.5699783521, 3.254813615, 0.1362163918
129.3634858453, 3.2412024961, 0.1360047221
129.1562209097, 3.2276125977, 0.1357920445
128.9494122942, 3.214043931, 0.1355799658
128.7421669052, 3.2004965072, 0.1353673135
128.5348431545, 3.1869703373, 0.1351545668
128.3270841491, 3.1734654321, 0.1349412247
128.1205107024, 3.1599818016, 0.1347294723
127.9123979089, 3.1465194569, 0.1345156796
127.7050871437, 3.1330784074, 0.1343029753
127.4976452507, 3.1196586632, 0.1340900614
127.2902204685, 3.1062602337, 0.1338771777
127.0819794756, 3.0928831282, 0.1336632219
126.8739936328, 3.0795273556, 0.1334495956
126.666491182, 3.066192924, 0.1332365994
126.4585369121, 3.0528798419, 0.1330230073
126.2509577781, 3.0395881168, 0.1328099032
126.0421860368, 3.0263177564, 0.1325952135
125.83468467, 3.0130687666, 0.132382172
125.6264659708, 2.9998411544, 0.1321681928
125.4182879898, 2.9866349249, 0.13195426
125.2104493864, 2.9734500832, 0.1317407505
125.0019141118, 2.9602866336, 0.1315263225
124.7945498521, 2.947144579, 0.1313134041
124.5861043845, 2.9340239223, 0.1310990232
124.3777057179, 2.9209246646, 0.1308846966
124.1695852872, 2.9078468058, 0.1306706964
123.9608234471, 2.8947903448, 0.1304558258
123.7531928159, 2.8817552778, 0.1302424057
123.5450443586, 2.8687415999, 0.1300282568
123.3377143247, 2.8557493027, 0.1298151286
123.1303436428, 2.8427783747, 0.129601882
122.9221359201, 2.8298287991, 0.1293874558
122.7151203981, 2.8169005511, 0.1291745009
122.5091705444, 2.80399359, 0.1289626471
122.3028215266, 2.7911078314, 0.1287500598
122.0973343589, 2.778243241, 0.1285386423
121.8910096336, 2.7653998433, 0.1283261745
121.6847550991, 2.7525776619, 0.1281138056
121.4791572048, 2.7397767208, 0.1279023719
121.2721236459, 2.726997045, 0.1276890588
121.0649519695, 2.7142386586, 0.1274756182
120.8574554109, 2.7015015862, 0.1272617999
120.6508642955, 2.6887858516, 0.1270491965
120.4444283349, 2.6760914803, 0.12683684
120.2364776505, 2.6634184972, 0.1266225375
120.0279949983, 2.6507669272, 0.1264075829
119.819710348, 2.638136795, 0.1261929248
119.6108907747, 2.6255281261, 0.1259776056
119.4023614775, 2.6129409454, 0.1257627089
119.1933207193, 2.6003752786, 0.1255471644
118.9846310757, 2.5878311507, 0.1253321506
118.7754924986, 2.5753085877, 0.125116579
118.5662698883, 2.5628076152, 0.1249009313
118.3569957768, 2.5503282591, 0.1246852621
118.1463958161, 2.5378705455, 0.124467882
117.93695459, 2.5254345, 0.1242520943
117.7254839028, 2.5130201493, 0.1240336633
117.5151684357, 2.5006275192, 0.1238167972
117.3042214494, 2.4882566364, 0.1235991492
117.0935977667, 2.4759075272, 0.1233819802
116.8819860237, 2.4635802186, 0.1231635372
116.6699474923, 2.4512747373, 0.1229445952
116.4580067421, 2.4389911099, 0.1227258147
116.2467085177, 2.4267293636, 0.1225079353
116.0338891125, 2.4144895256, 0.1222880901
115.8216323733, 2.4022716232, 0.1220690284
115.6077313644, 2.390075684, 0.1218478585
115.3950111805, 2.3779017349, 0.1216282848
115.1816899629, 2.3657498041, 0.1214079681
114.9686038862, 2.3536199191, 0.1211880161
114.7540339287, 2.3415121083, 0.1209661753
114.5407595103, 2.329426399, 0.120746028
114.3260586847, 2.3173628202, 0.1205241186
114.1117490143, 2.3053213997, 0.1203027414
113.8964828456, 2.2933021663, 0.1200801449
113.6819178744, 2.2813051483, 0.1198585215
113.4657264086, 2.2693303749, 0.1196348372
113.2505257158, 2.2573778742, 0.1194124783
113.0346281406, 2.245447676, 0.1191892616
112.8186904359, 2.2335398091, 0.1189660347
112.6025104184, 2.2216543029, 0.1187425472
112.3851355321, 2.2097911871, 0.1185175588
112.1693619077, 2.1979504906, 0.1182946803
111.9522180118, 2.186132244, 0.1180700694
111.7339679405, 2.1743364769, 0.1178440706
111.5162470344, 2.1625632192, 0.1176188104
111.2991940172, 2.1508125011, 0.1173944836
111.0806743199, 2.1390843532, 0.1171682697
110.8613161105, 2.1273788061, 0.1169410428
110.6424996505, 2.1156958901, 0.1167145557
110.4237877105, 2.1040356361, 0.1164882516
110.2046504124, 2.0923980753, 0.1162614458
109.9843682228, 2.0807832391, 0.1160332115
109.7654759947, 2.069191158, 0.1158068134
109.5445567476, 2.0576218643, 0.1155778614
109.3240669991, 2.0460753893, 0.1153494838
109.1032689107, 2.0345517649, 0.1151207761
108.8817991265, 2.0230510232, 0.114891258
108.6612645255, 2.0115731957, 0.1146629825
108.4391887068, 2.0001183157, 0.1144327841
108.2173143312, 1.988686415, 0.1142028875
107.9955393829, 1.9772775265, 0.1139731684
107.7721953717, 1.9658916835, 0.1137414879
107.5493728447, 1.9545289183, 0.1135105169
107.3261831056, 1.9431892646, 0.1132791087
107.1034275172, 1.9318727552, 0.1130483496
106.8801345898, 1.9205794243, 0.1128169272
106.6557688045, 1.9093093057, 0.1125841636
106.430889498, 1.8980624333, 0.1123508145
106.2070905219, 1.8868388407, 0.1121188908
105.9817642276, 1.8756385629, 0.1118850733
105.7568831031, 1.8644616341, 0.1116518706
105.530404681, 1.8533080895, 0.1114166584
105.3045975386, 1.8421779633, 0.1111823765
105.0783965823, 1.8310712911, 0.1109476388
104.8520085459, 1.819988108, 0.1107127168
104.6256381401, 1.8089284495, 0.1104778678
104.3979530014, 1.7978923519, 0.1102413963
104.1717059969, 1.7868798502, 0.11000681
103.9426228124, 1.7758909819, 0.1097686389
103.7148033855, 1.764925782, 0.109532148
103.4861415038, 1.7539842879, 0.1092946443
103.2581811872, 1.7430665359, 0.1090581037
103.0291717497, 1.7321725635, 0.1088202425
102.7998439869, 1.7213024078, 0.1085820459
102.5691602933, 1.7104561065, 0.1083421828
102.3395021477, 1.6996336966, 0.1081036754
102.1094026037, 1.6888352166, 0.1078646637
101.8780273971, 1.6780607047, 0.107624065
101.6471848141, 1.6673101989, 0.1073842185
101.4155519145, 1.6565837382, 0.1071434417
101.1835073713, 1.6458813614, 0.1069021626
100.9516566287, 1.6352031074, 0.106661199
100.718240323, 1.6245490161, 0.1064183144
100.4848527415, 1.6139191267, 0.1061754962
100.252958445, 1.6033134782, 0.1059346447
100.0184740601, 1.5927321124, 0.1056905767
99.7838783108, 1.582175069, 0.1054464207
99.549545415, 1.5716423881, 0.1052026567
99.3153075393, 1.5611341107, 0.1049590719
99.0797451389, 1.5506502787, 0.1047138475
98.8447239444, 1.5401909326, 0.1044693868
98.609226729, 1.5297561147, 0.104224383
98.3729466246, 1.5193458669, 0.1039784483
98.1357156938, 1.5089602317, 0.1037313746
97.8998006925, 1.4985992506, 0.1034860164
97.6620346759, 1.4882629675, 0.1032383863
97.424281912, 1.4779514251, 0.102990835
97.18611472, 1.4676646667, 0.1027428153
96.946390959, 1.4574027366, 0.1024928829
96.7079818211, 1.4471656775, 0.1022446804
96.4686404687, 1.4369535346, 0.1019953687
96.228922952, 1.4267663525, 0.101745625
95.9887340152, 1.4166041758, 0.1014953719
95.7489067241, 1.4064670497, 0.1012456553
95.5066658067, 1.3963550204, 0.1009929264
95.2653729029, 1.3862681328, 0.1007414717
95.0233098432, 1.3762064337, 0.1004890916
94.7807430416, 1.3661699694, 0.1002361896
94.5396570388, 1.356158786, 0.0999851843
94.2964763348, 1.346172932, 0.0997315928
94.0521895299, 1.3362124544, 0.0994767021
93.8085144351, 1.3262774008, 0.0992226469
93.5641057448, 1.3163678197, 0.098967732
93.3187435482, 1.3064837597, 0.0987116737
93.0740926345, 1.2966252693, 0.0984565877
92.8275978201, 1.2867923984, 0.0981992629
92.5813491199, 1.2769851961, 0.0979423147
92.3347859733, 1.2672037127, 0.0976850286
92.0880666417, 1.2574479985, 0.0974276259
91.8397842794, 1.2477181048, 0.0971683406
91.5915981201, 1.2380140821, 0.0969092315
91.3436270113, 1.228335982, 0.0966504708
91.0942604839, 1.2186838572, 0.0963900261
90.8439354481, 1.2090577598, 0.0961284714
90.5952720883, 1.1994577415, 0.0958690436
90.3437559968, 1.1898838574, 0.0956061431
90.0933820869, 1.1803361595, 0.0953447381
89.8420795969, 1.1708147028, 0.0950822469
89.589330874, 1.161319542, 0.0948180168
89.3372691768, 1.1518507309, 0.0945547258
89.0840853336, 1.142408326, 0.0942901011
88.8309970068, 1.1329923824, 0.0940256801
88.5774806451, 1.1236029568, 0.0937607991
88.3218118134, 1.1142401065, 0.0934933095
88.0684054684, 1.104903887, 0.0932287143
87.8117514097, 1.0955943582, 0.0929601517
87.5560386491, 1.0863115767, 0.0926928436
87.2985399097, 1.0770556024, 0.0924234003
87.0425358014, 1.067826493, 0.0921558613
86.7847990939, 1.0586243095, 0.0918862757
86.5261570647, 1.049449112, 0.0916156476
86.2676468676, 1.0403009606, 0.0913452605
86.0084329786, 1.0311799172, 0.0910740719
85.7475223367, 1.0220860438, 0.0908008603
85.488521813, 1.0130194015, 0.0905301056
85.2261705052, 1.0039800551, 0.0902552754
84.9647946895, 0.9949680666, 0.0899817474
84.7030994842, 0.9859835006, 0.0897079031
84.4388475185, 0.9770264226, 0.0894309759
84.1764313848, 0.968096896, 0.089156396
83.9123010774, 0.9591949883, 0.0888797972
83.6473621655, 0.9503207655, 0.0886022752
83.3813074661, 0.941474295, 0.088323474
83.1169492038, 0.9326556431, 0.0880468489
82.8494654579, 0.9238648803, 0.0877664509
82.5824001648, 0.9151020742, 0.0874866497
82.3139928331, 0.9063672954, 0.0872053026
82.0456699932, 0.8976606134, 0.0869241331
81.7779427309, 0.8889820992, 0.0866437984
81.5085657115, 0.8803318256, 0.0863615227
81.2367107027, 0.871709865, 0.0860762838
80.9659644258, 0.8631162897, 0.0857925083
80.6942993934, 0.8545511743, 0.0855076848
80.4207847441, 0.846014594, 0.0852206881
80.1480814742, 0.8375066227, 0.0849347899
79.8750881664, 0.8290273375, 0.0846486306
79.598967534, 0.8205768168, 0.0843587233
79.3237257263, 0.8121551363, 0.0840699866
79.0486037248, 0.8037623751, 0.0837815066
78.7715082387, 0.7953986139, 0.0834906975
78.4948950709, 0.7870639317, 0.083200588
78.2160949842, 0.778758411, 0.0829078912
77.936992511, 0.7704821331, 0.0826149361
77.6572836602, 0.7622351812, 0.0823213321
77.3767244793, 0.7540176392, 0.0820267884
77.0957948398, 0.7458295918, 0.0817319069
76.8125744839, 0.7376711259, 0.0814343243
76.5300183238, 0.7295423264, 0.0811376707
76.246370762, 0.7214432824, 0.0808397777
75.961810307, 0.7133740825, 0.0805408775
75.6755844954, 0.7053348169, 0.0802400726
75.3910390561, 0.6973255745, 0.0799414056
75.103884038, 0.6893464498, 0.0796396882
74.8157680842, 0.6813975349, 0.0793369131
74.5269617033, 0.6734789238, 0.0790333981
74.2372012595, 0.6655907119, 0.0787288329
73.9458823862, 0.6577329962, 0.0784225055
73.6544976296, 0.6499058733, 0.0781161848
73.3625091097, 0.6421094425, 0.077809275
73.0701804427, 0.634343804, 0.0775020679
72.7759794465, 0.6266090596, 0.077192697
72.4787500101, 0.6189053128, 0.0768797798
72.1835825552, 0.6112326647, 0.0765694939
71.8863830296, 0.6035912233, 0.076256855
71.588758279, 0.5959810943, 0.0759438246
71.2899526195, 0.5884023863, 0.0756295029
70.9894822011, 0.5808552089, 0.0753132952
70.6878357842, 0.5733396733, 0.0749957672
70.3838539296, 0.565855893, 0.0746755803
70.082438465, 0.5584039784, 0.0743586051
69.7773344864, 0.5509840499, 0.0740373115
69.4722101331, 0.5435962224, 0.0737161396
69.1659695484, 0.5362406157, 0.0733937591
68.8587665799, 0.5289173505, 0.0730703371
68.5498716781, 0.5216265496, 0.0727450183
68.2387055104, 0.5143683377, 0.0724171213
67.9282238267, 0.5071428395, 0.0720901744
67.6155595085, 0.4999501846, 0.0717607409
67.3003894302, 0.4927905035, 0.0714284511
66.9861530237, 0.4856639253, 0.0710974266
66.671047076, 0.4785705857, 0.0707655134
66.3536049927, 0.471510622, 0.0704309384
66.0337127966, 0.4644841724, 0.0700935914
65.7142993065, 0.4574913751, 0.0697569589
65.3935687305, 0.4505323744, 0.0694189003
65.0697591122, 0.4436073169, 0.0690773345
64.7474539778, 0.4367163462, 0.0687376957
64.4213883795, 0.4298596165, 0.0683937494
64.0956001732, 0.4230372775, 0.0680502961
63.7671388882, 0.4162494861, 0.0677038062
63.4378915867, 0.4094963992, 0.0673565425
63.1064501408, 0.402778178, 0.0670068338
62.7729936877, 0.396094986, 0.0666549088
62.4396605341, 0.3894469884, 0.0663033037
62.1021356527, 0.3828343571, 0.0659468607
61.7642776311, 0.3762572624, 0.065590215
61.4260069072, 0.3697158797, 0.0652332734
61.0847383692, 0.3632103906, 0.0648729385
60.743167978, 0.3567409753, 0.0645124464
60.3980476586, 0.3503078224, 0.0641479075
60.0515008392, 0.3439111203, 0.0637818803
59.7037123722, 0.3375510622, 0.0634145942
59.353524113, 0.3312278468, 0.0630446488
59.0022257485, 0.3249416744, 0.0626735911
58.6505939368, 0.3186927504, 0.0623023597
58.2936717553, 0.3124812887, 0.0619250646
57.9374538075, 0.3063074997, 0.0615488164
57.5776352391, 0.3001716057, 0.0611685382
57.2147120652, 0.2940738309, 0.0607847901
56.8498699402, 0.2880144037, 0.0603990389
56.4852196078, 0.2819935563, 0.0600137263
56.1169846703, 0.2760115326, 0.0596244115
55.7446116399, 0.2700685789, 0.0592304698
55.3726639205, 0.2641649414, 0.0588372894
54.9968783535, 0.2583008831, 0.0584398153
54.6197465273, 0.252476665, 0.0580410168
54.2400810705, 0.2466925595, 0.0576395077
53.8556130477, 0.2409488459, 0.0572325945
53.4699961796, 0.2352458061, 0.0568246295
53.0808805365, 0.229583735, 0.0564128168
52.6898964316, 0.2239629311, 0.0559991049
52.2963147443, 0.2183837044, 0.0555826426
51.8984534828, 0.2128463739, 0.055161445
51.4974751834, 0.2073512653, 0.0547369032
51.094511241, 0.2018987132, 0.0543103451
50.6876229068, 0.1964890664, 0.0538795157
50.2781624107, 0.19112268, 0.0534460225
49.865139367, 0.1857999235, 0.0530086821
49.4471147748, 0.1805211772, 0.0525658493
49.0249936208, 0.1752868333, 0.0521185829
48.600679843, 0.170097294, 0.0516691304
48.1733509502, 0.1649529799, 0.0512165506
47.7378486109, 0.1598543293, 0.0507548213
47.3026480617, 0.1548017822, 0.0502938363
46.8604072275, 0.1497958124, 0.0498250683
46.4140017486, 0.1448368995, 0.0493518882
